,game1,game2
47128,85182,87384
47129,85183,86438
47130,85184,86316
47131,85186,86319
47132,85187,86512
47133,85188,86322
47134,85190,86965
47135,85191,87288
47136,85192,86531
47137,85193,86318
47138,85195,86451
47139,85196,86969
47140,85197,87390
47141,85198,86299
47142,85199,86356
47143,85201,85515
47144,85202,85698
47145,85203,86320
47146,85204,86130
47147,85205,86480
47148,85206,87109
47149,85207,86334
47150,85208,86331
47151,85209,86272
47152,85210,87443
47153,85213,86481
47154,85214,86308
47155,85215,86930
47156,85216,86185
47157,85217,86658
47158,85218,87247
47159,85219,86660
47160,85220,86614
47161,85221,87433
47162,85222,87229
47163,85225,86700
47164,85226,85911
47165,85227,86702
47166,85229,86816
47167,85230,87054
47168,85232,86554
47169,85233,87449
47170,85234,85952
47171,85235,87381
47172,85236,86317
47173,85237,86770
47174,85238,86326
47175,85239,87447
47176,85240,87098
47177,85241,86724
47178,85242,86519
47179,85244,86507
47180,85245,86661
47181,85246,86827
47182,85247,86157
47183,85248,86443
47184,85249,86384
47186,85251,86370
47187,85252,86831
47188,85253,86843
47189,85255,86833
47190,85256,87213
47191,85258,86042
47192,85259,86838
47193,85260,86408
47195,85262,86670
47196,85263,86505
47197,85264,85405
47198,85265,86348
47199,85266,86846
47200,85268,86532
47201,85269,85999
47202,85270,86458
47203,85271,86620
47204,85273,86467
47205,85274,86535
47206,85275,85901
47207,85277,86635
47208,85278,86541
47209,85280,86876
47210,85282,86392
47211,85284,86619
47212,85289,87690
47213,85290,86559
47214,85292,86647
47215,85293,87171
47216,85294,86476
47217,85296,86339
47218,85297,87459
47219,85298,87631
47220,85299,86564
47221,85300,87310
47222,85302,87317
47223,85305,87436
47224,85306,86444
47225,85307,86194
47226,85308,86600
47227,85309,85752
47228,85313,86469
47229,85314,87354
47230,85315,86898
47231,85316,87327
47232,85317,86932
47233,85318,87041
47234,85319,86406
47235,85321,87361
47236,85322,86643
47237,85324,85774
47238,85327,87378
47239,85328,87367
47240,85331,87535
47241,85333,86584
47242,85334,85598
47243,85335,87772
47244,85336,86259
47245,85337,87297
47246,85339,87485
47247,85340,86110
47248,85341,85813
47249,85342,87237
47250,85343,85933
47251,85345,86924
47252,85346,86126
47253,85348,87253
47254,85349,86714
47255,85350,86750
47256,85351,86601
47257,85354,86805
47258,85355,86686
47259,85356,86823
47260,85357,86605
47261,85358,86939
47262,85360,86565
47263,85361,86287
47264,85362,86730
47265,85363,86691
47266,85364,86692
47267,85365,86960
47268,85367,87339
47269,85368,86683
47270,85369,85960
47271,85370,86710
47272,85371,86774
47273,85372,86522
47274,85373,86576
47275,85374,85788
47276,85376,86303
47277,85377,87472
47278,85378,86958
47279,85379,86633
47280,85380,86804
47281,85381,86762
47282,85382,86764
47283,85384,86732
47284,85385,87086
47285,85386,87616
47286,85387,86290
47287,85388,86772
47288,85389,87408
47289,85391,86791
47290,85392,85668
47291,85393,86648
47292,85394,86649
47293,85395,86656
47294,85396,86636
47295,85398,87128
47296,85399,87114
47297,85400,86845
47298,85402,86677
47299,85403,87045
47300,85404,86680
47302,85406,86478
47303,85408,86890
47304,85409,87004
47305,85410,86416
47306,85411,86583
47307,85412,86108
47308,85413,86839
47309,85414,86689
47310,85416,86828
47311,85417,85741
47312,85418,87013
47313,85419,87029
47314,85420,86567
47315,85421,86650
47316,85422,86657
47317,85423,86832
47319,85425,86240
47320,85428,86688
47321,85429,86241
47322,85430,86517
47323,85431,85751
47324,85432,86918
47325,85433,87214
47326,85434,86651
47327,85435,86518
47328,85437,87457
47329,85438,86393
47330,85439,86621
47331,85440,87036
47332,85441,86715
47333,85442,86716
47334,85443,87218
47335,85444,86227
47336,85445,87185
47337,85446,86485
47338,85447,86346
47339,85448,87227
47340,85450,86401
47341,85451,86301
47342,85452,86726
47343,85453,86074
47344,85454,86727
47345,85455,87065
47346,85456,86841
47347,85457,86627
47348,85458,86248
47349,85459,86412
47350,85461,86426
47351,85465,86390
47352,85466,87189
47353,85467,87226
47354,85468,86252
47355,85469,87501
47356,85470,86957
47357,85471,86307
47358,85472,86817
47359,85473,86999
47360,85474,86747
47361,85476,87021
47362,85477,86632
47363,85478,86752
47364,85479,86622
47365,85482,87009
47366,85483,87657
47367,85484,87382
47368,85486,86894
47369,85487,86315
47370,85488,86761
47371,85489,86637
47372,85492,86766
47373,85493,86711
47374,85494,86768
47375,85496,87082
47376,85497,85948
47377,85498,86849
47378,85500,86794
47379,85501,86589
47380,85502,86646
47381,85503,86673
47382,85504,86641
47383,85505,86775
47384,85506,87238
47385,85507,86776
47386,85508,86871
47387,85511,86781
47388,85512,86286
47389,85513,86782
47390,85514,87405
47392,85516,86083
47393,85517,86615
47394,85520,86925
47395,85521,87410
47396,85523,86723
47397,85524,86889
47398,85525,86613
47399,85526,86626
47400,85527,86792
47401,85528,86793
47402,85529,87415
47403,85530,86214
47404,85531,86795
47405,85532,86138
47406,85533,86853
47407,85534,87420
47408,85535,86245
47409,85536,87495
47410,85537,87550
47411,85538,85812
47412,85540,86820
47413,85541,86150
47414,85542,86933
47415,85543,86678
47416,85544,86220
47417,85547,86818
47418,85548,86810
47419,85549,86638
47420,85550,86350
47421,85551,86684
47422,85552,87271
47423,85553,86826
47424,85554,86366
47425,85555,86664
47426,85556,86219
47427,85557,87206
47428,85561,87152
47429,85562,87153
47430,85563,86050
47431,85565,86298
47432,85566,86837
47433,85567,87155
47434,85568,86713
47435,85569,86840
47436,85570,86403
47437,85572,86729
47438,85573,87452
47439,85574,87154
47440,85575,87161
47441,85579,85892
47442,85580,86844
47443,85582,86456
47444,85583,87699
47445,85585,86790
47446,85586,86851
47447,85587,86797
47448,85588,86276
47450,85590,86807
47451,85591,87625
47452,85592,87340
47453,85593,86881
47454,85594,86803
47455,85596,87057
47456,85597,86868
47458,85599,86257
47459,85601,86557
47460,85603,86493
47461,85604,86701
47462,85605,87512
47463,85607,87094
47464,85608,87243
47465,85609,87204
47466,85610,86367
47468,85614,87209
47469,85615,87561
47470,85616,86190
47472,85618,86193
47473,85619,87050
47475,85621,87132
47476,85622,86405
47477,85623,86860
47478,85626,86681
47479,85627,86618
47480,85628,87051
47481,85629,86705
47482,85630,87868
47483,85632,87058
47484,85633,87069
47485,85634,87070
47486,85635,87135
47487,85638,87215
47488,85639,86856
47489,85641,86821
47490,85642,86261
47492,85646,87037
47493,85647,86123
47494,85648,86703
47495,85650,87219
47496,85651,87413
47497,85652,86996
47498,85653,86597
47499,85654,86927
47500,85655,87173
47501,85656,87374
47503,85658,86806
47504,85659,87552
47505,85660,86937
47506,85662,87147
47507,85664,87134
47509,85666,86725
47510,85667,87026
47512,85669,86122
47513,85670,87106
47515,85672,87039
47516,85673,86072
47517,85674,86735
47518,85675,87269
47520,85677,87475
47521,85678,87018
47522,85679,87162
47523,85680,87391
47524,85682,86914
47525,85683,86938
47527,85685,87166
47528,85687,86771
47529,85688,87085
47530,85689,87034
47532,85691,87087
47533,85693,86777
47534,85695,87093
47535,85696,87138
47536,85697,87101
47538,85700,86953
47539,85701,86976
47540,85702,87112
47541,85704,87016
47542,85705,87095
47543,85706,87172
47544,85707,86536
47546,85710,87430
47547,85711,86341
47548,85712,87187
47549,85713,86342
47550,85714,86347
47551,85715,86345
47552,85716,86989
47553,85717,86201
47554,85718,87143
47555,85720,86676
47556,85721,86995
47557,85722,87090
47558,85724,87127
47559,85725,86997
47560,85726,87627
47561,85728,87628
47562,85729,87256
47563,85730,86895
47564,85732,86880
47565,85733,86595
47566,85734,87377
47567,85735,86975
47568,85738,87149
47570,85740,87654
47572,85742,86886
47574,85744,86695
47575,85745,87466
47576,85748,87468
47577,85750,86719
47580,85753,87342
47581,85754,87130
47582,85756,86199
47583,85757,86391
47584,85758,87422
47585,85759,86951
47586,85760,87035
47587,85761,86897
47588,85762,86944
47589,85763,86963
47590,85764,87464
47591,85765,86869
47592,85766,86916
47593,85767,87042
47594,85768,87043
47595,85769,86229
47596,85771,87266
47597,85772,86920
47599,85775,86756
47600,85776,86902
47601,85778,87060
47602,85779,86744
47603,85780,86945
47604,85781,86961
47605,85782,86629
47606,85783,87062
47607,85784,86972
47608,85785,86888
47609,85786,86906
47611,85789,87366
47612,85790,87479
47613,85792,86642
47614,85793,87482
47615,85794,86436
47616,85795,86437
47617,85796,86760
47618,85797,86915
47619,85798,87072
47620,85799,87324
47621,85800,87234
47622,85801,86707
47623,85802,86822
47624,85803,87393
47625,85804,86321
47626,85805,86616
47627,85806,86966
47628,85807,86962
47630,85809,86558
47631,85811,86596
47634,85815,86970
47635,85816,86971
47636,85817,86210
47638,85824,86892
47639,85825,87104
47640,85827,87159
47641,85829,86878
47642,85831,87170
47643,85832,87113
47645,85834,87163
47646,85835,86977
47647,85836,87713
47648,85837,86926
47649,85838,87241
47650,85839,86929
47652,85847,86982
47653,85848,86857
47655,85850,87394
47657,85852,86934
47658,85853,86542
47659,85854,87175
47660,85855,86501
47661,85856,86132
47662,85857,86498
47663,85858,86490
47664,85860,86912
47665,85861,86020
47666,85862,86959
47667,85863,86057
47668,85864,86909
47669,85865,86905
47670,85866,87120
47671,85867,87144
47672,85868,87145
47673,85869,87477
47674,85870,87067
47675,85871,86679
47676,85873,87315
47677,85875,87332
47678,85877,87486
47679,85879,87174
47680,85880,87351
47681,85881,86494
47682,85882,86734
47683,85883,86981
47684,85884,87363
47686,85886,87301
47687,85887,87502
47688,85888,87169
47689,85890,86528
47690,85891,87146
47692,85893,87012
47693,85894,86442
47694,85895,86872
47695,85897,86789
47696,85898,87105
47697,85899,87111
47698,85900,87115
47700,85902,87480
47701,85904,87196
47702,85907,86183
47703,85908,87521
47704,85909,87137
47705,85910,86717
47707,85913,87526
47708,85914,86213
47709,85916,87198
47710,85917,87389
47712,85920,87432
47713,85921,87249
47714,85922,87513
47717,85925,87632
47718,85927,87190
47719,85928,87325
47722,85934,87353
47723,85935,87423
47725,85937,86216
47726,85938,86864
47727,85940,86955
47729,85942,87528
47730,85943,86737
47731,85944,86414
47732,85945,86740
47733,85947,86718
47735,85949,87474
47738,85953,86720
47739,85955,86757
47740,85956,86586
47741,85957,86574
47742,85958,87548
47743,85959,86459
47745,85962,86852
47746,85963,87283
47748,85965,87208
47750,85968,87431
47751,85969,87217
47753,85971,87426
47754,85972,87427
47755,85973,86606
47756,85975,87203
47757,85976,87277
47758,85978,86611
47759,85979,87328
47760,85981,87260
47762,85984,87371
47763,85985,87551
47764,85986,87450
47765,85987,87362
47766,85988,87434
47767,85990,86741
47769,85993,86526
47770,85994,87275
47771,85995,87483
47772,85996,87386
47773,85997,87370
47774,85998,86671
47776,86000,87281
47777,86001,87396
47778,86002,87453
47779,86005,87403
47781,86007,87278
47782,86008,87397
47784,86011,87419
47785,86012,87456
47786,86013,86978
47788,86015,86798
47789,86016,87424
47790,86017,86663
47791,86018,87080
47794,86021,86668
47795,86022,87156
47796,86023,86669
47797,86024,86665
47798,86025,87125
47799,86026,87461
47800,86027,87412
47801,86028,87309
47802,86029,87401
47803,86030,87350
47804,86032,87445
47805,86034,87000
47806,86037,87255
47807,86038,87385
47808,86039,87186
47811,86043,87019
47812,86044,87259
47813,86045,87465
47814,86046,87329
47815,86047,87180
47817,86051,86910
47818,86052,86699
47819,86053,87211
47823,86058,87437
47824,86059,87375
47825,86060,86708
47826,86061,87264
47827,86063,87014
47828,86064,87306
47829,86065,86896
47830,86066,87428
47831,86067,87318
47835,86076,87527
47836,86077,86731
47837,86078,87307
47838,86080,87388
47839,86081,86899
47840,86082,87695
47842,86085,87191
47843,86086,86419
47844,86087,86985
47845,86088,87272
47846,86090,87372
47847,86091,87091
47850,86096,87478
47851,86097,87333
47852,86098,86908
47853,86099,86508
47854,86101,86988
47855,86102,86848
47856,86103,87279
47857,86104,86992
47858,86105,87046
47859,86107,87136
47862,86111,87536
47863,86112,87304
47864,86113,87282
47865,86114,86967
47866,86116,86773
47867,86117,87305
47868,86118,87400
47869,86119,87118
47870,86121,87404
47873,86125,87700
47877,86131,87289
47879,86133,87291
47881,86136,86830
47882,86137,87240
47884,86139,87292
47885,86140,86759
47886,86143,86799
47887,86145,86861
47888,86147,86874
47889,86148,87250
47890,86149,86603
47892,86151,86659
47893,86153,87323
47894,86155,86812
47897,86158,86986
47898,86159,86984
47899,86160,86980
47901,86162,87346
47902,86163,86814
47903,86164,86815
47906,86168,87200
47907,86169,86811
47910,86172,87151
47911,86175,87286
47913,86177,87295
47914,86178,87416
47915,86179,87462
47916,86180,87489
47917,86181,86877
47918,86182,87515
47922,86186,86991
47923,86189,87199
47927,86195,87470
47929,86198,87471
47931,86200,87735
47933,86202,87376
47940,86212,87440
47943,86215,87418
47945,86217,86917
47946,86218,87248
47949,86221,87178
47950,86222,86885
47951,86225,87184
47955,86233,87451
47957,86235,87287
47958,86236,87265
47959,86237,87254
47962,86242,86834
47963,86244,87131
47967,86253,87276
47969,86255,87538
47973,86266,87092
47974,86267,87157
47975,86268,87540
47978,86273,87293
47979,86274,87117
47980,86275,87129
47982,86278,87442
47985,86284,86859
47989,86289,87150
47994,86295,87640
47995,86296,87022
47996,86297,87341
47999,86300,86911
48003,86305,86755
48004,86306,86863
48008,86310,87373
48010,86314,87193
48020,86325,87097
48023,86328,87399
48024,86329,86901
48025,86330,87497
48028,86333,87108
48030,86335,86722
48031,86336,87294
48032,86337,87425
48035,86340,87335
48038,86343,87637
48039,86344,87681
48044,86349,87678
48046,86351,86654
48047,86352,87725
48055,86361,87316
48057,86363,87591
48058,86364,87710
48062,86368,87257
48063,86369,86887
48065,86371,87358
48067,86374,87623
48072,86380,87336
48074,86382,87210
48075,86383,87261
48077,86385,87167
48079,86389,86948
48085,86395,87612
48088,86399,87202
48092,86404,86973
48095,86407,87223
48097,86409,87084
48103,86420,86745
48106,86423,87476
48108,86425,87671
48113,86430,87235
48114,86432,87609
48115,86433,87244
48120,86440,87610
48127,86447,86940
48129,86449,87088
48130,86450,87273
48138,86464,87543
48139,86465,87674
48143,86470,87712
48147,86474,86855
48150,86477,87534
48154,86482,87246
48158,86487,87624
48161,86491,87334
48165,86499,86900
48167,86502,87574
48168,86503,87411
48171,86506,87176
48174,86509,87319
48177,86513,87636
48179,86515,87331
48187,86525,86630
48195,86533,87160
48196,86534,87168
48199,86539,87343
48205,86548,87647
48206,86550,87446
48207,86551,87730
48208,86552,87718
48211,86556,87774
48215,86560,87122
48220,86568,87738
48221,86569,87344
48224,86572,87525
48225,86573,87359
48227,86575,87365
48230,86578,87225
48231,86579,87364
48237,86588,87487
48239,86594,87544
48243,86599,87417
48246,86602,87731
48253,86612,87322
48267,86628,87284
48272,86634,87231
48277,86639,87395
48278,86640,87398
48290,86655,87750
48301,86666,87326
48302,86667,87352
48307,86672,87387
48310,86675,87330
48325,86693,87296
48337,86706,87123
48364,86738,87530
48378,86758,87539
48383,86763,87302
48385,86765,87679
48387,86767,87303
48402,86788,87545
48410,86796,87620
48414,86802,87308
48420,86808,87298
48470,86867,87663
48481,86879,87630
48550,86964,87392
48565,86979,87549
48593,87020,87724
48675,87142,87691
48681,87148,87463
48707,87177,87768
48730,87205,87816
48797,87285,87488
48985,86940,87492
48986,86184,87493
48987,85572,87494
48990,85313,87498
48991,86716,87499
48992,84518,87500
48995,87273,87505
48996,85821,87507
48997,84979,87509
48999,85853,87511
49021,87541,87788
49033,86661,87556
49034,85413,87557
49035,87149,87558
49038,87167,87562
49044,85014,87570
49045,87301,87572
49055,85579,87584
49057,85658,87587
49059,86342,87592
49060,86679,87594
49062,85314,87602
49066,86132,87615
49077,85299,87629
49081,86136,87634
49099,86088,87667
49111,87396,87689
49130,86657,87719
49131,86658,87720
49132,87432,87722
49136,86017,87726
49137,86190,87729
49140,86163,87733
49144,85503,87744
49145,84430,87747
49146,85004,87749
49148,85593,87752
49149,87221,87758
49150,87381,87762
49152,86407,87770
49155,85709,87778
49156,85849,87779
49157,84247,87783
49159,86632,87801
49161,86911,87824
49162,87690,87831
49163,85102,87854
49165,86579,87893
49166,85028,87901
49167,87987,89187
49168,88006,88358
49169,88056,89122
49170,88103,89222
49171,88145,88851
49172,88167,88767
49173,88169,88747
49174,88183,88597
49175,88231,88759
49176,88272,90070
49177,88298,89279
49178,88316,90021
49179,88335,88508
49180,88343,91930
49182,88363,89305
49183,88386,88773
49184,88422,89284
49185,88425,92481
49186,88431,89073
49187,88457,90109
49188,88461,89663
49189,88481,89227
49191,88509,92003
49192,88519,91586
49193,88539,89656
49194,88543,89934
49195,88546,89113
49196,88556,92191
49197,88557,92034
49198,88564,92200
49199,88566,91589
49200,88574,90318
49201,88585,90697
49202,88595,92408
49204,88604,92074
49205,88613,89307
49206,88620,92164
49207,88623,91048
49208,88624,91145
49209,88627,89084
49210,88635,92048
49211,88638,92053
49212,88640,88939
49213,88657,90657
49214,88659,89005
49215,88660,91715
49216,88663,91674
49217,88664,89174
49218,88677,92368
49219,88691,91213
49220,88710,90725
49221,88712,92093
49222,88718,90044
49223,88723,92041
49224,88729,92005
49226,88749,89052
49230,88783,89444
49231,88805,91654
49232,88814,92130
49233,88816,90817
49234,88831,91317
49235,88835,92066
49236,88836,91023
49237,88842,89915
49238,88844,89074
49239,88845,91382
49240,88848,90437
49241,88850,90438
49243,88852,91040
49244,88858,90642
49245,88859,90362
49246,88862,92155
49247,88863,92049
49248,88868,92002
49249,88869,90921
49250,88876,90748
49251,88880,91456
49252,88889,92426
49253,88895,90831
49254,88913,91491
49255,88926,89537
49256,88929,91562
49257,88932,90547
49259,88945,90564
49260,88950,90882
49261,88958,90901
49262,88970,90604
49263,88974,91249
49264,88978,91248
49265,88982,90606
49266,88992,90563
49268,89015,89461
49269,89025,89219
49270,89034,90319
49271,89043,89728
49273,89067,90968
49278,89120,90261
49280,89137,91334
49281,89159,90167
49282,89172,91172
49284,89177,92031
49285,89181,90244
49286,89186,90780
49290,89224,90900
49291,89225,89936
49293,89243,90809
49294,89244,90967
49295,89248,90651
49296,89251,92107
49297,89267,90956
49300,89297,90684
49303,89342,90990
49304,89377,92014
49305,89397,91944
49306,89403,92121
49307,89405,91455
49309,89445,91544
49310,89453,92398
49312,89468,91160
49313,89476,90542
49314,89487,92466
49315,89490,91087
49316,89492,92338
49317,89515,91998
49318,89526,90925
49320,89555,90075
49321,89560,92474
49322,89564,92335
49323,89577,91051
49324,89578,89758
49325,89589,90698
49326,89593,92441
49327,89598,90229
49328,89606,92332
49329,89609,92389
49330,89616,92307
49331,89618,91751
49332,89619,90352
49333,89620,90936
49334,89621,92073
49335,89623,90972
49336,89625,91781
49337,89626,90410
49338,89628,92321
49339,89631,92306
49340,89634,91786
49341,89635,92110
49342,89637,91739
49343,89640,91020
49344,89642,92310
49345,89644,90215
49346,89645,91189
49347,89647,90587
49348,89648,91237
49349,89649,90241
49350,89650,91453
49351,89652,92331
49352,89653,91817
49353,89654,91742
49355,89657,92035
49356,89659,90393
49357,89662,92151
49359,89664,90747
49360,89668,91543
49361,89670,92112
49362,89678,92414
49363,89682,92100
49364,89687,92122
49365,89702,92385
49366,89703,91307
49367,89704,92388
49368,89708,91996
49369,89709,91711
49370,89712,91002
49371,89713,92000
49372,89717,91708
49373,89721,91709
49374,89723,91151
49375,89724,92386
49376,89726,91302
49377,89727,91013
49379,89730,91162
49380,89733,91887
49381,89734,91274
49382,89735,90699
49383,89736,91569
49384,89737,91067
49385,89740,91200
49386,89741,91937
49387,89742,92455
49388,89743,92207
49389,89746,92038
49390,89747,91224
49391,89748,91226
49392,89749,91177
49393,89750,92253
49394,89751,91117
49395,89752,91368
49396,89753,90732
49397,89754,91309
49398,89755,91118
49399,89756,91588
49400,89757,91759
49402,89759,91125
49403,89760,91062
49404,89761,90837
49405,89762,92069
49406,89763,92001
49407,89764,91210
49408,89765,90727
49409,89766,91300
49410,89767,91372
49411,89769,90852
49412,89771,92413
49413,89772,90952
49414,89773,91328
49415,89774,91621
49416,89775,91148
49417,89776,91235
49418,89777,91592
49419,89778,91714
49420,89779,90443
49421,89780,92127
49422,89781,91510
49423,89782,91080
49424,89783,90745
49425,89784,91129
49426,89785,91297
49427,89786,91385
49428,89787,90538
49429,89790,90753
49430,89792,91009
49431,89793,90754
49432,89794,91201
49433,89795,91643
49434,89796,91207
49435,89797,91890
49436,89798,91350
49437,89799,91222
49438,89800,91311
49439,89801,91402
49440,89802,91105
49441,89803,92470
49442,89804,90970
49443,89805,91233
49444,89806,90258
49445,89807,91873
49446,89809,91652
49447,89810,92186
49448,89811,92416
49449,89812,91637
49450,89813,91542
49451,89814,91371
49452,89815,90211
49453,89816,92203
49454,89817,91141
49455,89818,91342
49456,89820,91107
49457,89821,91419
49458,89822,91152
49459,89823,91083
49460,89824,91425
49461,89825,91359
49462,89826,91427
49463,89827,90993
49464,89828,91671
49465,89830,90788
49466,89831,91348
49467,89832,90915
49468,89833,91948
49469,89834,91120
49470,89835,91441
49471,89837,91443
49472,89838,90797
49473,89840,91111
49474,89841,91447
49475,89842,91042
49476,89843,91548
49477,89844,91101
49478,89845,91223
49479,89846,92437
49480,89847,91642
49481,89848,91421
49482,89849,91366
49483,89850,92092
49484,89851,91296
49485,89852,92267
49486,89853,91135
49487,89854,92180
49488,89855,92337
49489,89857,91460
49490,89858,91046
49491,89859,91267
49492,89860,91142
49493,89861,90125
49494,89862,91119
49495,89863,91374
49496,89864,91146
49497,89865,91294
49498,89867,92105
49499,89868,91323
49500,89869,92158
49501,89873,91326
49502,89874,91155
49503,89875,91479
49504,89876,92222
49505,89878,91273
49506,89880,91403
49507,89881,92283
49508,89883,91504
49509,89884,91418
49510,89885,92257
49511,89887,90845
49512,89888,90846
49513,89889,91088
49514,89890,91057
49515,89891,91103
49516,89893,90850
49517,89896,92328
49518,89897,91335
49519,89898,91178
49520,89900,91180
49521,89901,91976
49522,89902,91065
49523,89903,91489
49524,89904,92436
49525,89905,91498
49526,89906,92078
49527,89908,90660
49528,89909,91039
49529,89910,91840
49530,89911,91554
49531,89912,91254
49532,89913,90969
49533,89914,90230
49535,89916,91280
49536,89917,91509
49537,89918,91281
49538,89920,91564
49539,89921,91724
49540,89922,91076
49541,89923,91398
49542,89924,90966
49543,89926,92460
49544,89927,91377
49545,89930,91217
49546,89931,91437
49547,89932,91501
49548,89933,91079
49551,89938,92080
49552,89939,91900
49553,89940,92016
49554,89942,91234
49555,89943,91116
49556,89944,91967
49557,89945,91355
49558,89947,91429
49559,89948,91124
49560,89949,91612
49561,89950,91373
49562,89951,90914
49563,89952,90772
49564,89953,90954
49565,89954,91330
49566,89956,91466
49567,89958,91609
49568,89959,91626
49569,89961,90885
49570,89962,91528
49571,89964,92185
49572,89965,92326
49573,89966,91256
49574,89968,91571
49575,89969,91257
49576,89970,90783
49577,89971,91360
49578,89972,91277
49579,89974,91262
49580,89975,91364
49581,89976,91263
49582,89977,91580
49583,89978,91461
49584,89979,91567
49585,89981,91582
49586,89982,91583
49587,89983,91140
49588,89984,91258
49589,89985,91268
49590,89986,91261
49591,89987,91438
49592,89988,91378
49593,89989,91379
49594,89991,91159
49595,89992,92120
49596,89993,90295
49597,89994,91278
49598,89995,91390
49599,89996,91199
49600,89997,91205
49601,89998,91758
49602,89999,91282
49603,90000,92024
49604,90003,91395
49605,90004,92137
49606,90007,91305
49607,90008,91578
49608,90009,91094
49609,90013,91170
49610,90014,92068
49611,90018,91535
49612,90019,92211
49613,90020,92256
49615,90022,91898
49616,90023,91312
49617,90025,91991
49618,90026,90980
49619,90027,91641
49620,90028,90353
49621,90029,91452
49622,90031,91784
49623,90033,91319
49624,90034,90963
49625,90035,92277
49626,90037,91325
49627,90038,91327
49628,90039,91329
49629,90041,92282
49631,90045,92198
49632,90047,91973
49633,90049,92278
49634,90050,91252
49635,90051,91493
49636,90052,90536
49637,90054,92496
49638,90055,91520
49639,90056,92140
49640,90057,92272
49641,90059,91928
49642,90060,91531
49643,90061,92302
49644,90064,91517
49645,90065,92258
49646,90067,91863
49647,90068,91436
49648,90069,90899
49650,90072,91570
49651,90073,90826
49652,90074,90973
49654,90076,91697
49655,90077,91416
49656,90078,91104
49657,90079,91240
49658,90080,91442
49659,90081,91041
49660,90082,91470
49661,90083,91521
49662,90084,91276
49663,90085,90729
49664,90086,91649
49665,90087,90507
49666,90088,90676
49667,90089,90873
49668,90090,91804
49669,90091,92421
49670,90092,92201
49671,90093,91811
49672,90094,91169
49673,90095,91392
49674,90096,91700
49675,90097,91059
49676,90098,91914
49677,90099,90728
49678,90100,91399
49679,90101,91242
49680,90103,92021
49681,90104,91496
49682,90105,91676
49683,90106,91500
49684,90107,91422
49686,90110,91848
49687,90111,91070
49688,90112,91401
49689,90113,91376
49690,90114,90730
49691,90115,91400
49692,90116,91082
49693,90118,92044
49694,90119,90582
49695,90120,91143
49696,90121,91732
49697,90122,91406
49698,90123,90976
49699,90124,90678
49701,90126,90653
49702,90127,90839
49703,90128,91190
49704,90129,91836
49705,90130,91766
49706,90131,91361
49707,90132,91219
49708,90133,91220
49709,90134,91630
49710,90137,91551
49711,90139,91552
49712,90140,91358
49713,90141,91823
49714,90143,90935
49715,90144,91110
49716,90146,91763
49717,90148,90787
49718,90149,91434
49719,90151,92088
49720,90152,91602
49721,90154,92076
49722,90155,90911
49723,90156,91705
49724,90157,92083
49725,90158,91639
49726,90160,91446
49727,90161,91741
49728,90162,91221
49729,90163,91407
49730,90164,91450
49732,90168,91454
49733,90169,92091
49734,90170,91093
49735,90172,91594
49736,90173,91772
49737,90174,91459
49738,90175,91876
49739,90176,92095
49740,90177,92006
49741,90178,91238
49742,90179,91903
49743,90180,91464
49744,90181,91465
49745,90182,91692
49746,90183,91933
49747,90184,91096
49748,90185,92275
49749,90186,91474
49750,90187,90965
49751,90188,92418
49752,90189,91098
49753,90191,91492
49754,90192,91866
49755,90193,91478
49756,90194,91156
49757,90195,90836
49758,90196,91917
49759,90199,91559
49760,90200,91557
49761,90201,91816
49762,90202,91488
49763,90203,90524
49764,90204,91490
49765,90205,91420
49766,90206,91843
49767,90207,91555
49768,90208,90743
49769,90209,91669
49770,90210,92322
49772,90212,90872
49773,90213,91365
49774,90214,91384
49776,90216,92290
49777,90218,91024
49778,90219,92439
49779,90220,91533
49780,90221,91473
49781,90222,91357
49782,90223,91736
49783,90224,91972
49784,90226,90889
49785,90228,91712
49788,90231,91066
49789,90232,91722
49790,90233,91682
49791,90234,91600
49792,90235,91512
49793,90236,91726
49794,90239,91636
49795,90240,91154
49798,90245,90804
49799,90246,91523
49800,90248,90957
49801,90249,92463
49802,90250,91651
49803,90251,91541
49804,90252,90893
49805,90253,91693
49806,90255,91534
49807,90256,91053
49808,90257,92077
49810,90259,91540
49812,90262,90608
49813,90263,91546
49814,90264,92022
49815,90265,91670
49816,90266,92605
49817,90267,90469
49818,90268,91608
49819,90269,91522
49820,90270,91953
49821,90271,91614
49822,90272,91133
49823,90273,91136
49824,90274,91648
49825,90275,91054
49826,90276,91484
49827,90277,91694
49828,90278,90953
49829,90279,91331
49830,90281,91978
49831,90284,91071
49832,90285,91068
49833,90286,91537
49834,90288,91572
49835,90289,91037
49836,90290,91899
49837,90291,91576
49838,90292,91315
49839,90293,91577
49840,90294,91579
49842,90296,91241
49843,90297,91505
49844,90299,91788
49845,90300,91596
49846,90301,91131
49847,90302,91605
49848,90303,91247
49849,90304,91283
49850,90305,91798
49851,90306,91601
49852,90307,91428
49853,90309,91591
49854,90310,91774
49855,90311,92146
49856,90312,90859
49857,90314,91838
49858,90315,90961
49859,90316,90962
49860,90317,90883
49863,90320,91940
49864,90321,90907
49865,90322,92079
49866,90325,92085
49867,90326,91044
49868,90327,92196
49869,90328,92453
49870,90329,91883
49871,90330,91471
49872,90331,91668
49873,90333,91656
49874,90334,90692
49875,90336,91386
49876,90338,91336
49877,90340,91284
49878,90344,91925
49879,90345,91631
