,game1,game2
9473,16872,18529
9474,16874,17990
9475,16875,19247
9476,16877,18083
9477,16878,18107
9478,16879,17662
9479,16881,18059
9480,16882,18650
9481,16883,18844
9482,16884,18205
9483,16885,17773
9484,16886,18654
9485,16887,17980
9486,16889,19224
9487,16891,18204
9488,16894,19244
9489,16897,17955
9490,16898,18140
9491,16899,18202
9492,16900,18203
9494,16905,17951
9495,16906,18512
9496,16907,18982
9497,16908,18092
9498,16909,17963
9499,16910,17800
9500,16911,18094
9501,16912,18747
9502,16915,18027
9503,16916,18085
9504,16918,17250
9505,16919,18087
9506,16920,17986
9508,16923,18415
9509,16924,17530
9510,16925,18000
9511,16927,18585
9512,16929,17730
9513,16930,18716
9515,16933,18042
9516,16938,18402
9518,16943,17896
9519,16944,18706
9520,16946,18730
9521,16947,18043
9523,16950,19028
9524,16954,19216
9525,16957,18493
9526,16958,17907
9527,16959,18737
9528,16960,18990
9529,16961,17618
9530,16962,18291
9532,16965,18762
9533,16966,18095
9534,16967,19124
9535,16969,17912
9536,16970,18091
9537,16978,17961
9538,16979,18035
9539,16981,17942
9540,16983,18005
9541,16984,17707
9542,16985,17782
9543,16986,18845
9544,16987,18254
9545,16988,17566
9546,16989,18861
9549,16993,18166
9550,16994,17409
9551,16995,17994
9552,16996,17801
9553,16997,18685
9554,16999,17933
9555,17001,18008
9556,17003,18173
9557,17005,18017
9558,17006,18360
9560,17009,19066
9561,17010,17985
9562,17011,18182
9563,17014,18968
9564,17015,18961
9565,17016,18930
9566,17017,18279
9567,17020,18697
9568,17021,17290
9569,17022,18190
9570,17023,18963
9571,17025,18062
9573,17028,18371
9574,17032,18277
9575,17033,18334
9576,17034,18379
9577,17035,18142
9578,17036,18323
9579,17037,18063
9581,17039,18677
9582,17040,18856
9583,17041,18391
9584,17042,17512
9585,17043,18813
9587,17046,18275
9588,17047,18276
9589,17048,18283
9590,17049,18248
9591,17050,18287
9592,17051,17339
9593,17052,17655
9594,17053,18219
9595,17054,18133
9596,17055,18174
9597,17056,18388
9598,17057,18337
9599,17058,18478
9600,17059,18225
9601,17060,18690
9602,17061,18311
9603,17062,17733
9604,17063,17871
9606,17065,18866
9607,17066,18533
9608,17067,18264
9609,17069,18339
9610,17070,18548
9611,17071,17653
9612,17074,18237
9613,17075,18357
9614,17076,18056
9615,17077,18871
9616,17078,18198
9617,17079,18544
9618,17080,18368
9619,17081,17778
9620,17082,18250
9621,17083,18406
9622,17085,18207
9623,17086,18223
9624,17087,18611
9625,17088,17966
9626,17089,18390
9627,17090,18278
9628,17091,18235
9629,17092,18587
9630,17093,18909
9631,17094,18606
9632,17095,18971
9633,17096,18765
9634,17097,18487
9635,17099,18164
9636,17100,18213
9637,17101,18217
9638,17102,18467
9639,17104,17989
9640,17105,19004
9641,17106,18281
9642,17107,17757
9643,17108,17680
9644,17109,18169
9645,17110,18338
9646,17111,18416
9647,17112,18418
9648,17113,18817
9649,17114,18413
9650,17115,18777
9651,17116,18294
9653,17118,18588
9654,17119,18564
9655,17120,17638
9656,17121,17713
9657,17123,18748
9658,17124,18307
9659,17125,18592
9660,17126,18309
9661,17127,18328
9662,17128,18310
9663,17129,18475
9664,17130,18313
9665,17131,18332
9666,17132,18423
9667,17133,18315
9668,17134,18604
9669,17135,18222
9670,17136,18563
9671,17137,18321
9672,17138,18346
9673,17139,18324
9674,17140,19403
9675,17141,18227
9676,17142,18024
9677,17143,17732
9678,17144,18331
9679,17145,18183
9680,17146,18184
9681,17147,18622
9682,17148,18483
9683,17149,19072
9684,17150,18598
9685,17151,19106
9686,17152,19107
9687,17153,19245
9688,17154,18258
9689,17155,18613
9690,17156,18462
9691,17157,18341
9692,17158,18631
9693,17159,17681
9694,17160,17753
9695,17161,19026
9696,17162,18635
9697,17163,18263
9698,17164,19125
9699,17165,18216
9700,17166,18353
9701,17168,18355
9702,17169,18463
9703,17170,18243
9704,17171,18348
9705,17172,18870
9706,17173,18327
9707,17174,19115
9708,17175,17663
9709,17176,18363
9710,17177,17719
9711,17178,17425
9712,17179,18224
9713,17180,18495
9714,17181,17368
9715,17182,19227
9716,17183,18319
9717,17184,18378
9718,17185,18872
9719,17186,18377
9720,17187,18251
9721,17188,19034
9722,17189,18479
9723,17190,18501
9724,17191,19117
9725,17193,18330
9726,17194,18206
9727,17196,18383
9728,17197,18763
9729,17198,18255
9730,17200,19122
9731,17201,18316
9732,17202,18389
9733,17203,18438
9734,17204,18259
9735,17205,17555
9736,17206,18502
9737,17207,18466
9738,17208,18448
9739,17209,18393
9740,17210,18661
9741,17211,18261
9742,17212,18109
9743,17213,18553
9744,17215,17394
9745,17217,18707
9746,17220,17418
9747,17221,18492
9748,17222,18252
9749,17223,18404
9750,17224,18215
9751,17225,17981
9752,17227,18670
9753,17228,18769
9754,17230,18392
9755,17232,18419
9756,17233,18170
9757,17234,18712
9758,17235,19049
9759,17236,18893
9760,17237,18451
9761,17238,18421
9762,17239,17829
9763,17240,18314
9764,17241,18178
9765,17242,18412
9766,17243,18443
9767,17245,18231
9768,17246,18122
9769,17247,18234
9770,17248,18484
9771,17249,18335
9773,17251,18835
9774,17253,18436
9775,17254,18877
9776,17255,18937
9777,17256,18938
9778,17257,18238
9779,17258,18349
9780,17259,18998
9781,17260,18411
9782,17261,18452
9783,17262,18369
9784,17263,18370
9785,17264,18135
9786,17265,19079
9787,17266,19346
9788,17272,18616
9790,17274,18445
9791,17275,18446
9792,17276,18218
9793,17277,19126
9794,17278,18450
9795,17279,17818
9796,17281,18374
9797,17285,19173
9798,17286,18518
9799,17289,17468
9802,17294,19248
9803,17295,19281
9804,17296,17678
9805,17297,18570
9806,17298,17921
9807,17299,18306
9808,17302,17969
9809,17304,18788
9810,17306,18322
9811,17308,18458
9812,17309,18372
9813,17310,18481
9814,17311,18380
9815,17312,18303
9816,17313,18683
9817,17314,18470
9818,17315,18843
9819,17316,18628
9820,17317,19212
9821,17318,19253
9822,17320,18490
9823,17321,18491
9824,17324,17846
9825,17325,18384
9826,17326,18336
9827,17328,18201
9828,17329,18668
9829,17330,18599
9830,17331,18669
9831,17332,18468
9832,17333,18503
9833,17334,18488
9834,17335,18507
9835,17336,17774
9836,17337,17567
9837,17338,18550
9839,17340,18625
9840,17341,19095
9841,17342,18589
9842,17343,18549
9843,17344,17888
9844,17345,18603
9845,17346,18629
9846,17347,18609
9847,17348,19096
9848,17349,18325
9849,17350,19334
9850,17352,18429
9851,17353,18232
9852,17354,18244
9853,17355,18926
9854,17356,19209
9856,17358,19210
9857,17359,19187
9858,17360,18948
9859,17361,18428
9860,17362,18688
9861,17363,18643
9862,17364,17903
9863,17365,18830
9864,17366,18959
9865,17367,18657
9867,17369,18651
9868,17370,18849
9869,17371,17911
9870,17372,18666
9872,17375,18253
9873,17376,18675
9874,17377,18508
9875,17378,18230
9876,17379,18978
9877,17380,17624
9878,17381,19243
9879,17382,17999
9880,17384,18562
9881,17385,18862
9882,17386,18256
9883,17387,18522
9884,17388,18214
9885,17389,19190
9886,17390,18621
9887,17391,18646
9888,17392,17775
9889,17393,17781
9891,17395,18506
9892,17396,18569
9893,17397,18660
9894,17398,18595
9895,17399,18596
9896,17401,18680
9897,17402,18572
9898,17403,18767
9899,17404,18333
9900,17405,18608
9901,17406,18705
9902,17408,19158
9904,17410,18576
9905,17411,18511
9906,17412,19168
9907,17413,18580
9908,17414,18288
9909,17415,18460
9910,17416,18525
9911,17417,17929
9913,17419,19009
9914,17421,18002
9915,17423,17823
9916,17424,18558
9918,17426,18477
9919,17427,18597
9920,17428,18902
9921,17429,18785
9922,17430,18427
9923,17432,18013
9924,17433,18925
9925,17434,18524
9926,17435,18179
9927,17436,18605
9928,17437,19127
9929,17438,18806
9930,17439,18535
9931,17440,17643
9932,17441,18689
9933,17442,18827
9934,17443,18612
9935,17444,18997
9936,17445,18615
9937,17446,18617
9938,17447,18917
9939,17448,18329
9940,17449,18618
9941,17450,18794
9942,17451,18695
9943,17452,18482
9944,17453,18565
9945,17455,18766
9946,17456,18710
9947,17457,18833
9948,17459,18627
9949,17460,18798
9950,17461,18802
9951,17462,18630
9952,17463,19109
9953,17464,18731
9954,17465,18194
9955,17466,18046
9956,17467,19111
9958,17469,19112
9959,17470,18755
9960,17471,18236
9961,17472,18839
9962,17473,18584
9963,17474,19204
9964,17475,18858
9965,17476,18131
9966,17477,18543
9967,17478,18567
9968,17479,18160
9969,17480,18652
9970,17481,18970
9971,17482,18245
9972,17483,18065
9973,17484,18523
9974,17485,17685
9975,17488,18242
9976,17489,18090
9977,17490,18072
9978,17491,18921
9979,17492,19032
9980,17493,17684
9981,17494,18665
9983,17496,18557
9984,17498,18809
9985,17499,18729
9986,17500,18846
9987,17501,18473
9989,17503,18674
9990,17505,18554
9991,17507,18382
9992,17508,18386
9993,17509,18679
9994,17510,18686
9996,17513,18717
9997,17514,18682
9998,17517,18560
9999,17518,19000
10000,17519,18121
10001,17520,18929
10002,17521,18663
10003,17524,17769
10004,17525,18808
10005,17526,17920
10006,17527,18702
10007,17528,18703
10008,17529,18282
10010,17532,18581
10011,17533,18583
10012,17534,18711
10013,17535,18517
10014,17537,18593
10015,17538,18715
10016,17539,18299
10017,17540,18602
10018,17542,18907
10019,17543,18693
10020,17544,17895
10021,17547,18831
10022,17549,18735
10023,17550,18632
10024,17551,18633
10025,17552,18129
10026,17554,18745
10028,17556,18979
10029,17557,18364
10030,17558,18134
10031,17559,18967
10032,17562,18721
10033,17564,18081
10034,17565,18719
10038,17570,18752
10039,17572,17825
10041,17577,18645
10042,17578,19091
10043,17581,18818
10044,17583,18973
10045,17584,18768
10046,17585,18955
10047,17586,18770
10048,17587,18672
10049,17588,18590
10050,17589,18619
10051,17590,18782
10052,17591,18292
10053,17592,18903
10054,17593,18786
10055,17594,18787
10056,17595,19165
10057,17596,17725
10058,17597,18607
10059,17598,18753
10060,17599,18914
10061,17600,18480
10063,17604,18704
10065,17606,18724
10066,17607,18649
10067,17608,18931
10068,17609,18127
10069,17610,18540
10071,17612,18642
10072,17613,18918
10073,17614,17807
10074,17615,18647
10075,17616,18803
10079,17620,18974
10080,17621,18966
10081,17622,18810
10083,17627,18692
10084,17628,18859
10085,17629,18814
10086,17630,18876
10087,17631,18509
10088,17633,17991
10089,17636,18882
10090,17637,18824
10092,17639,18176
10093,17640,18015
10094,17641,18905
10095,17642,18527
10097,17644,18399
10098,17645,18793
10099,17646,18531
10100,17647,18796
10102,17650,18928
10103,17651,19103
10104,17652,18867
10106,17654,18821
10108,17656,18944
10110,17658,18671
10111,17659,18641
10112,17660,18640
10113,17661,18840
10117,17665,18655
10118,17666,18962
10119,17667,18761
10120,17668,18850
10121,17669,18851
10122,17670,18887
10124,17672,19001
10125,17673,18676
10126,17674,18853
10128,17676,17962
10129,17677,18989
10131,17679,18860
10134,17682,18644
10135,17683,18648
10138,17687,19089
10139,17688,18874
10141,17691,18834
10142,17692,19054
10143,17693,18878
10144,17694,18510
10145,17695,19130
10146,17697,18884
10147,17698,18994
10148,17699,18678
10149,17700,18774
10150,17701,19007
10151,17702,19008
10152,17703,18740
10153,17704,18889
10154,17705,18295
10155,17706,19167
10157,17709,18819
10158,17710,18897
10159,17712,18771
10161,17715,18900
10162,17716,19013
10163,17717,18901
10165,17720,19062
10166,17721,18825
10167,17722,18906
10168,17723,19082
10169,17724,18826
10171,17726,18910
10172,17727,19064
10173,17728,18104
10174,17729,19256
10176,17731,18865
10179,17734,18804
10180,17735,18573
10181,17736,18795
10182,17737,18829
10183,17739,18620
10185,17742,18923
10186,17743,19022
10188,17745,18555
10189,17748,18919
10190,17749,19315
10191,17750,19070
10192,17751,18696
10193,17752,18041
10196,17755,18432
10197,17756,18433
10199,17758,18088
10200,17759,18836
10201,17760,18637
10202,17761,19063
10203,17762,18545
10204,17763,18949
10205,17765,18614
10206,17766,18986
10207,17768,18566
10209,17770,18952
10210,17771,18568
10211,17772,18956
10215,17776,18070
10216,17777,18541
10218,17779,18969
10219,17780,18899
10223,17784,18667
10224,17785,18422
10225,17786,18552
10226,17787,19083
10227,17788,18950
10228,17789,18811
10229,17790,18713
10230,17792,18980
10231,17793,18911
10232,17794,18981
10233,17795,19085
10234,17796,18734
10235,17797,19086
10236,17798,19015
10240,17802,18504
10241,17804,17938
10243,17806,19058
10245,17808,18536
10246,17809,19110
10247,17811,18138
10248,17812,19050
10249,17813,18857
10250,17814,19018
10251,17815,18875
10252,17817,18280
10254,17820,18984
10255,17821,18778
10258,17826,19010
10259,17827,18924
10262,17831,18895
10263,17832,18514
10264,17833,18935
10265,17834,19404
10266,17835,19025
10268,17838,19038
10269,17839,18345
10270,17842,18155
10271,17843,18465
10272,17844,18709
10273,17845,18957
10275,17847,19020
10276,17848,18691
10278,17850,18658
10279,17851,19031
10280,17852,18343
10281,17853,19036
10282,17854,18290
10283,17856,19039
10284,17858,19040
10286,17860,18472
10287,17861,18456
10291,17866,18941
10293,17868,18387
10294,17869,18759
10296,17872,18144
10298,17876,19155
10299,17877,19055
10300,17878,18881
10301,17881,18947
10302,17882,18356
10303,17883,18913
10304,17884,19012
10305,17885,19060
10308,17889,19152
10310,17891,19042
10312,17893,19069
10313,17894,19206
10316,17897,19205
10317,17898,18342
10318,17900,18624
10319,17901,19407
10320,17902,18340
10322,17905,19073
10323,17906,18801
10325,17908,19233
10329,17913,19235
10330,17914,19236
10331,17915,19084
10332,17916,18975
10333,17917,19234
10334,17918,19002
10335,17919,18985
10340,17924,18855
10342,17926,18838
10343,17927,18885
10344,17928,18289
10346,17930,18816
10348,17932,18381
10351,17936,19184
10352,17937,18714
10354,17939,18791
10355,17940,18534
10356,17941,18239
10358,17943,18837
10359,17944,18240
10360,17945,19319
10362,17947,18720
10363,17949,18437
10366,17953,18257
10367,17954,18822
10370,17957,18300
10372,17959,18247
10373,17960,18883
10378,17965,18701
10380,17967,19406
10381,17968,19169
10383,17970,19219
10384,17971,18229
10385,17972,18414
10386,17973,19172
10387,17974,18359
10388,17975,18361
10389,17976,18318
10390,17977,18376
10392,17979,19170
10396,17983,19192
10397,17984,19228
10401,17988,18945
10405,17993,19134
10415,18003,18891
10416,18004,19011
10418,18007,18578
10420,18009,18823
10421,18010,19230
10422,18011,18784
10423,18012,18904
10430,18019,18459
10431,18020,19186
10433,18022,18916
10434,18023,18996
10436,18025,19019
10437,18026,18976
10439,18028,18722
10440,18029,18977
10441,18030,18727
10442,18031,18268
10443,18032,18442
10444,18033,18890
10447,18037,19024
10449,18039,19068
10450,18040,18728
10455,18045,18939
10457,18047,19067
10458,18048,18983
10459,18049,18351
10460,18050,18352
10461,18051,19214
10462,18052,18367
10463,18053,19075
10464,18055,19144
10466,18057,18272
10467,18058,19135
10469,18060,18551
10474,18066,18246
10476,18068,18270
10477,18069,18271
10479,18071,18965
10484,18078,18385
10488,18082,19238
10492,18086,18764
10495,18089,19166
10502,18097,19249
10503,18098,19150
10506,18102,19017
10509,18105,19314
10513,18112,19035
10518,18118,18532
10522,18125,18626
10523,18126,19208
10526,18130,19342
10531,18136,19275
10532,18137,18659
10535,18141,19081
10537,18143,19037
10540,18146,18789
10542,18150,19176
10543,18153,18601
10544,18154,18320
10548,18159,19046
10550,18161,18880
10555,18167,18284
10558,18171,18799
10570,18185,19057
10576,18197,19194
10578,18199,18441
10601,18226,18995
10603,18228,19191
10608,18233,19263
10616,18241,18932
10637,18265,18894
10638,18266,18896
10639,18267,18912
10641,18269,18953
10655,18285,18577
10656,18286,18864
10666,18297,18868
10667,18298,18779
10670,18301,18873
10673,18304,18820
10692,18326,18915
10712,18347,18943
10715,18350,18639
10725,18362,18869
10728,18365,18736
10729,18366,18958
10757,18395,18934
10758,18396,19087
10770,18417,18749
10777,18425,19277
10781,18430,19080
10784,18435,18800
10788,18440,19346
10794,18447,19052
10833,18494,18656
10835,18496,19030
10836,18499,18664
10855,18520,19059
10861,18526,18790
10873,18538,18936
10880,18546,18847
10903,18571,19153
10907,18575,19159
10914,18582,18888
10966,18636,18942
10968,18638,19163
11002,18673,18852
11025,18700,19201
11059,18742,19119
11119,18815,19102
11155,18854,19051
11164,18863,19092
11180,17925,18879
11192,18892,19218
11256,18964,19077
11325,18548,19048
11347,17147,19071
11350,19074,19398
11370,17830,19098
11376,17598,19104
11377,17451,19105
11386,19114,19267
11388,18830,19116
11390,17371,19118
11400,16996,19129
11402,17414,19131
11403,18780,19133
11406,16930,19137
11407,17972,19142
11409,17664,19145
11410,18737,19146
11411,18382,19148
11417,18705,19156
11436,18042,19177
11459,17760,19213
11461,17944,19215
11468,18494,19225
11471,18430,19229
11478,18975,19237
11480,18978,19240
11489,18121,19257
11490,17311,19259
11492,18433,19265
11493,17360,19266
11501,17941,19291
11502,18845,19296
11503,16787,19300
11504,17838,19305
11505,18437,19306
11506,19120,19309
11507,17415,19313
11510,19208,19316
11512,18389,19321
11513,18217,19324
11514,17492,19325
11515,17341,19327
11516,17053,19329
11520,18962,19343
11521,18071,19344
11522,18659,19345
11524,17915,19348
11525,18562,19360
11526,18597,19364
11527,18176,19366
11528,18330,19371
11529,17761,19376
11530,17397,19381
11531,18334,19385
11533,18599,19400
11534,19102,19402
11540,17779,19413
11541,19435,22384
11542,19481,19876
11543,19505,21123
11544,19515,21181
11545,19522,19650
11546,19535,19870
11547,19541,22551
11548,19542,20997
11549,19557,21598
11550,19566,22923
11551,19571,22162
11552,19584,23254
11553,19586,19701
11554,19590,20096
11555,19596,20261
11556,19599,20157
11557,19635,21858
11559,19661,21955
11560,19666,20145
11561,19669,21006
11562,19675,23130
11563,19676,23152
11564,19686,23324
11565,19690,23291
11566,19698,22519
11568,19743,21327
11569,19750,20886
11570,19761,20629
11571,19764,21036
11572,19788,22959
11573,19803,19975
11574,19810,23202
11575,19811,23201
11576,19813,22187
11577,19820,23088
11578,19822,20773
11579,19829,20258
11580,19830,23162
11581,19839,23167
11582,19841,22789
11583,19859,20856
11584,19861,21941
11585,19865,20455
11586,19866,22171
11588,19871,21992
11589,19872,20331
11591,19890,21615
11592,19903,22670
11593,19920,21299
11594,19925,20981
11595,19936,22161
11596,19950,22840
11597,19964,22496
11598,19973,20230
11600,19980,22251
11601,19981,22893
11602,20010,22405
11603,20011,23090
11604,20021,23203
11605,20027,21880
11606,20053,22358
11607,20061,21633
11608,20062,21093
11609,20066,22537
11610,20080,21048
11611,20087,22507
11613,20111,20940
11614,20120,23077
11615,20131,22476
11616,20138,20986
11617,20140,22254
11620,20161,21408
11621,20163,21004
11622,20177,20831
11623,20180,23132
11624,20182,22253
11625,20183,23230
11626,20197,21888
11627,20205,23208
11628,20223,22493
11630,20236,21845
11631,20250,23160
11632,20252,22536
11635,20262,22302
11636,20269,21552
11637,20279,20849
11638,20283,20859
11639,20303,23279
11640,20304,20548
11641,20322,21991
11642,20330,22608
11644,20361,23169
11645,20362,20688
11646,20366,23048
11647,20369,21309
11648,20382,21814
11649,20424,21662
11650,20427,20909
11651,20438,21485
11653,20467,21953
11654,20468,22545
11655,20481,21606
11657,20620,21237
11659,20672,22885
11661,20701,22806
11662,20703,21308
11663,20709,21337
11664,20714,23309
11665,20719,23259
11666,20722,23273
11667,20723,21824
11668,20724,22997
11669,20725,22193
11670,20726,21748
11671,20730,23288
11672,20733,22870
11673,20736,21564
11674,20737,23026
11675,20738,23206
11676,20739,23240
11677,20745,22261
11678,20747,22069
11679,20756,23250
11680,20758,22083
11681,20761,22453
11682,20769,22286
11683,20771,22774
11685,20774,21626
11686,20775,22117
11687,20776,22027
11688,20777,22030
11689,20778,22009
11690,20779,23290
11691,20781,22023
11692,20782,23282
11693,20784,22026
11694,20785,22140
11695,20786,22056
11696,20790,22128
11697,20791,23143
11698,20792,22334
11699,20793,22557
11700,20795,22014
11701,20796,22794
11702,20798,22037
11703,20800,22528
11704,20801,21692
11705,20805,23142
11706,20808,21185
11707,20809,23022
11708,20810,22289
11709,20811,22166
11710,20812,22679
11711,20813,22685
11712,20814,23151
11713,20817,23382
11714,20820,22129
11715,20821,23156
11716,20822,21292
11717,20823,21827
11718,20825,22115
11719,20826,21602
11720,20827,21643
11721,20829,21960
11722,20830,21920
11724,20832,22386
11725,20834,22142
11726,20835,21689
11727,20837,22096
11728,20841,22022
11729,20842,22210
11730,20843,22024
11731,20844,22151
11732,20845,21964
11733,20846,21965
11734,20847,21966
11735,20848,22212
11737,20851,22029
11738,20853,21969
11739,20855,21971
11741,20857,22040
11742,20858,22217
11744,20861,23257
11745,20862,22495
11746,20864,21911
11747,20865,22626
11748,20868,22432
11749,20869,22306
11750,20870,21968
11751,20871,22050
11752,20872,22160
11753,20873,22075
11754,20874,22197
11755,20875,22648
11756,20876,21951
11757,20878,21978
11758,20879,22057
11759,20880,22506
11760,20881,22224
11761,20883,22225
11762,20884,22684
11763,20885,22064
11765,20887,22993
11766,20891,22665
11767,20892,22049
11768,20896,22232
11769,20898,21396
11770,20899,23058
11771,20900,23293
11772,20901,21939
11773,20902,22038
11774,20903,22276
11775,20904,22269
11776,20905,21318
11777,20907,22085
11778,20908,22574
11780,20910,22203
11781,20911,23062
11782,20914,22257
11783,20918,22575
11784,20921,22285
11785,20922,22615
11786,20923,22204
11787,20924,22176
11788,20925,22700
11789,20927,22702
11790,20928,21822
11791,20930,22004
11792,20931,22964
11793,20932,22112
11794,20933,21529
11795,20934,21823
11796,20935,22244
11797,20936,21650
11798,20937,22245
11799,20938,22243
11800,20939,21750
11802,20941,23073
11803,20942,22186
11804,20943,22010
11805,20944,22046
11806,20945,23129
11807,20946,22229
11808,20947,22490
11809,20949,21846
11810,20950,22094
11811,20951,22711
11812,20953,22308
11813,20956,21977
11814,20957,21998
11815,20958,22002
11816,20959,22936
11817,20960,21997
11818,20961,22025
11819,20962,22752
11820,20963,21754
11821,20964,22039
11822,20966,22638
11823,20968,22051
11824,20969,22757
11825,20971,22163
11826,20972,22223
11827,20973,22275
11828,20974,22664
11829,20976,23074
11830,20977,22372
11831,20979,22132
11833,20983,22773
11834,20984,22185
11835,20985,22597
11837,20987,22016
11838,20988,22953
11839,20989,22780
11840,20992,22118
11841,20995,22419
11843,20999,22209
11844,21001,22352
11845,21002,22327
11846,21003,22332
11848,21005,21572
11850,21012,23306
11851,21013,22799
11852,21017,22813
11853,21018,22097
11854,21019,21290
11855,21020,22106
11856,21021,21975
11857,21022,22108
11858,21023,23003
11859,21025,21610
11860,21026,22847
11861,21027,22320
11862,21028,22319
11863,21029,22028
11864,21030,22222
11865,21031,22456
11866,21032,22248
11867,21034,22455
11868,21035,22816
11870,21038,21933
11871,21040,22469
11872,21041,22672
11873,21042,21989
11874,21043,22233
11875,21045,22183
11877,21050,22397
11878,21051,22211
11879,21052,22526
11880,21053,22414
11881,21054,21894
11882,21055,22413
11883,21056,22238
11884,21057,22378
11885,21058,22373
11886,21059,21547
11887,21061,23295
11888,21062,22249
11889,21063,22727
11890,21064,22325
11891,21065,22328
11892,21066,22256
11893,21068,22262
11894,21069,21852
11895,21070,22343
11896,21071,22259
11897,21073,22595
11898,21074,22263
11899,21075,22354
11900,21077,22656
11901,21079,22360
11902,21080,22268
11903,21081,21582
11904,21082,22362
11905,21084,22566
11906,21085,22272
11907,21086,22958
11908,21087,22036
11909,21088,22336
11910,21089,22560
11911,21090,22377
11912,21092,22430
11914,21094,22387
11915,21095,22875
11916,21096,22984
11917,21097,22438
11918,21098,22399
11919,21099,22994
11920,21100,22986
11921,21102,21972
11922,21103,22242
11923,21104,22408
11924,21105,21816
11925,21106,23036
11926,21108,23093
11927,21109,22297
11928,21110,22274
11929,21111,22416
11930,21112,22300
11931,21114,22301
11932,21115,22425
11933,21116,22686
11934,21117,22603
11935,21118,22442
11936,21119,22280
11937,21120,21743
11938,21121,22433
11939,21122,21889
11941,21124,22693
11942,21125,22642
11943,21126,22640
11944,21129,22697
11945,21130,22501
11946,21131,22316
11947,21132,22317
11948,21133,22344
11949,21134,22449
11950,21135,22544
11951,21137,22323
11952,21138,21859
11953,21139,22577
11954,21140,22390
11955,21141,22252
11956,21142,22452
11957,21143,22255
11958,21144,22329
11959,21145,22814
11960,21146,22366
11961,21147,22563
11962,21148,22929
11963,21149,22392
11964,21150,22611
11965,21151,22273
11966,21152,21982
11967,21153,22583
11968,21154,22219
11969,21155,22339
11970,21156,23053
11971,21157,22260
11972,21158,22464
11973,21159,22346
11974,21161,22511
11975,21162,21760
11976,21163,22350
11977,21165,22525
11978,21166,22265
11979,21167,22654
11980,21168,22905
11981,21169,22613
11982,21170,22230
11983,21171,22527
11984,21172,22380
11985,21173,22529
11986,21174,22361
11987,21177,22364
11988,21178,22227
11989,21179,22367
11990,21180,22231
11992,21182,22907
11993,21184,22565
11995,21186,22713
11996,21187,22471
11997,21188,21848
11998,21189,22375
11999,21190,22406
12000,21191,22342
12001,21192,22572
12002,21193,22472
12003,21194,22379
12004,21196,22277
12005,21197,22267
12006,21198,21787
12007,21199,23060
12008,21200,22382
12009,21201,21736
12010,21202,21703
12011,21203,22281
12012,21204,22546
12013,21205,21994
12014,21206,22579
12015,21208,22441
12016,21209,22617
12017,21210,21623
12018,21211,22911
12019,21212,22616
12020,21213,22776
12021,21214,22513
12022,21215,22398
12023,21216,22246
12024,21217,22288
12025,21218,21819
12026,21219,22882
12027,21220,22547
12028,21221,22291
12029,21222,22909
12030,21223,22331
12031,21224,21404
12032,21225,22407
12033,21226,22292
12034,21227,22293
12035,21228,23068
12036,21229,22410
12037,21230,22804
12038,21231,23069
12039,21232,22424
12040,21234,23009
12041,21235,22418
12042,21236,22318
12044,21238,23014
12045,21240,22423
12046,21241,22304
12047,21242,22427
12048,21243,22601
12049,21245,21918
12050,21246,22429
12051,21247,22491
12052,21248,22391
12053,21249,22307
12054,21250,22388
12055,21251,22431
12056,21253,22434
12057,21255,22200
12058,21256,23121
12059,21257,22296
12060,21258,23027
12061,21259,22448
12062,21260,21887
12063,21262,22454
12064,21263,22218
12065,21264,22137
12066,21265,22411
12067,21266,22930
12068,21267,22459
12069,21269,22345
12070,21270,21870
12071,21271,22349
12072,21272,22498
12073,21273,22468
12074,21274,22090
12075,21275,22731
12076,21277,22374
12077,21278,22961
12078,21279,22437
12079,21280,22474
12080,21281,22971
12081,21282,22447
12082,21284,22975
12083,21285,22147
12084,21286,22480
12085,21287,22775
12086,21288,23119
12087,21289,22482
12090,21295,22485
12091,21296,22295
12092,21297,22446
12093,21298,22933
12095,21300,22488
12096,21301,22489
12097,21302,22467
12098,21305,22389
12099,21307,22492
12102,21312,22707
12103,21314,22657
12104,21315,22505
12105,21316,22741
12106,21317,22202
12108,21321,22409
12109,21324,22007
12110,21325,22548
12111,21326,22623
12113,21328,22226
12114,21329,22627
12115,21330,22357
12116,21334,22523
12117,21335,22820
12118,21336,22561
12120,21338,22652
12121,21339,22658
12122,21340,22512
12123,21341,22619
12124,21342,22337
12125,21343,22369
12126,21344,22093
12127,21346,23248
12128,21348,22625
12129,21349,22540
12130,21350,23070
12131,21351,23313
12132,21352,22174
12133,21353,22515
12134,21354,22699
12135,21355,22606
12136,21356,22714
12137,21358,22715
12138,21359,22716
12139,21360,22516
12140,21361,22415
12141,21363,22622
12142,21364,22250
12143,21366,22969
12144,21367,22921
12145,21368,22631
12146,21369,22633
12147,21370,22830
12148,21372,22764
12149,21373,22937
12150,21374,22609
12151,21375,22278
12152,21376,22946
12153,21377,22977
12154,21378,22674
12155,21379,22660
12156,21381,22298
12157,21382,23084
12158,21383,23144
12159,21384,22570
12160,21385,22650
12161,21386,22743
12162,21387,22675
12163,21388,22678
12164,21389,22576
12165,21391,23325
12166,21392,22420
12167,21394,22692
12168,21395,22744
12170,21397,22647
12171,21398,21999
12172,21399,21820
12173,21400,22584
12174,21401,22653
12175,21402,22978
12177,21405,22669
12178,21406,22558
12179,21407,22746
12181,21409,22299
